gene_pair	Spearman	Pos/Neg	gene1_symbol	gene2_symbol	gene1_name	gene2_name
('ENSG00000105193', 'ENSG00000149273')	0.8329474749666576	0	RPS16	RPS3	ribosomal protein S16	ribosomal protein S3
('ENSG00000150275', 'ENSG00000185737')	0.8328066086299822	0	PCDH15	NRG3	protocadherin related 15	neuregulin 3
('ENSG00000142937', 'ENSG00000198755')	0.8326762317972286	0	RPS8	RPL10A	ribosomal protein S8	ribosomal protein L10a
('ENSG00000066032', 'ENSG00000152208')	0.8325701642754448	1	CTNNA2	GRID2	catenin alpha 2	glutamate ionotropic receptor delta type subunit 2
('ENSG00000083845', 'ENSG00000142937')	0.8325381787401994	0	RPS5	RPS8	ribosomal protein S5	ribosomal protein S8
('ENSG00000183117', 'ENSG00000186094')	0.8323681252542834	0	CSMD1	AGBL4	CUB and Sushi multiple domains 1	AGBL carboxypeptidase 4
('ENSG00000147403', 'ENSG00000177600')	0.8323600303258513	0	RPL10	RPLP2	ribosomal protein L10	ribosomal protein lateral stalk subunit P2
('ENSG00000147403', 'ENSG00000171863')	0.8322415969362194	0	RPL10	RPS7	ribosomal protein L10	ribosomal protein S7
('ENSG00000177954', 'ENSG00000186468')	0.8322199031775636	0	RPS27	RPS23	ribosomal protein S27	ribosomal protein S23
('ENSG00000171858', 'ENSG00000233927')	0.8321158827310579	0	RPS21	RPS28	ribosomal protein S21	ribosomal protein S28
('ENSG00000167526', 'ENSG00000233927')	0.8321073373121132	0	RPL13	RPS28	ribosomal protein L13	ribosomal protein S28
('ENSG00000142541', 'ENSG00000147604')	0.8320355776876426	0	RPL13A	RPL7	ribosomal protein L13a	ribosomal protein L7
('ENSG00000114391', 'ENSG00000186468')	0.8320054366600934	0	RPL24	RPS23	ribosomal protein L24	ribosomal protein S23
('ENSG00000122406', 'ENSG00000142937')	0.8319542087520174	0	RPL5	RPS8	ribosomal protein L5	ribosomal protein S8
('ENSG00000198712', 'ENSG00000198888')	0.8318308957238185	0	MT-CO2	MT-ND1	mitochondrially encoded cytochrome c oxidase II	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1
('ENSG00000110700', 'ENSG00000138326')	0.8317944105739329	0	RPS13	RPS24	ribosomal protein S13	ribosomal protein S24
('ENSG00000148303', 'ENSG00000168028')	0.83175077210633	0	RPL7A	RPSA	ribosomal protein L7a	ribosomal protein SA
('ENSG00000083845', 'ENSG00000110700')	0.831579428192188	0	RPS5	RPS13	ribosomal protein S5	ribosomal protein S13
('ENSG00000196531', 'ENSG00000204628')	0.8315131110604912	0	NACA	RACK1	nascent polypeptide associated complex subunit alpha	receptor for activated C kinase 1
('ENSG00000100316', 'ENSG00000198755')	0.8313267068053982	0	RPL3	RPL10A	ribosomal protein L3	ribosomal protein L10a
('ENSG00000114391', 'ENSG00000233927')	0.8311382634415824	0	RPL24	RPS28	ribosomal protein L24	ribosomal protein S28
('ENSG00000110700', 'ENSG00000198918')	0.8310127094505977	0	RPS13	RPL39	ribosomal protein S13	ribosomal protein L39
('ENSG00000115268', 'ENSG00000148303')	0.8309939810297066	0	RPS15	RPL7A	ribosomal protein S15	ribosomal protein L7a
('ENSG00000169306', 'ENSG00000183230')	0.8309933366274515	0	IL1RAPL1	CTNNA3	interleukin 1 receptor accessory protein like 1	catenin alpha 3
('ENSG00000105193', 'ENSG00000233927')	0.830981539426086	0	RPS16	RPS28	ribosomal protein S16	ribosomal protein S28
('ENSG00000083845', 'ENSG00000186468')	0.8309465864886657	0	RPS5	RPS23	ribosomal protein S5	ribosomal protein S23
('ENSG00000110700', 'ENSG00000171858')	0.8308279983383786	0	RPS13	RPS21	ribosomal protein S13	ribosomal protein S21
('ENSG00000147403', 'ENSG00000149806')	0.8306035109353614	0	RPL10	FAU	ribosomal protein L10	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000110700', 'ENSG00000114391')	0.8300676741549757	0	RPS13	RPL24	ribosomal protein S13	ribosomal protein L24
('ENSG00000148303', 'ENSG00000149806')	0.8299141558355522	0	RPL7A	FAU	ribosomal protein L7a	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000149273', 'ENSG00000149806')	0.8298960938322929	0	RPS3	FAU	ribosomal protein S3	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000110700', 'ENSG00000204628')	0.8298173646272511	0	RPS13	RACK1	ribosomal protein S13	receptor for activated C kinase 1
('ENSG00000149972', 'ENSG00000185053')	0.8297546866064638	0	CNTN5	SGCZ	contactin 5	sarcoglycan zeta
('ENSG00000105372', 'ENSG00000233927')	0.8297204776206741	1	RPS19	RPS28	ribosomal protein S19	ribosomal protein S28
('ENSG00000133112', 'ENSG00000164587')	0.8296988377089949	0	TPT1	RPS14	tumor protein, translationally-controlled 1	ribosomal protein S14
('ENSG00000083845', 'ENSG00000177600')	0.8295507498463899	0	RPS5	RPLP2	ribosomal protein S5	ribosomal protein lateral stalk subunit P2
('ENSG00000100316', 'ENSG00000105193')	0.8291760532525558	0	RPL3	RPS16	ribosomal protein L3	ribosomal protein S16
('ENSG00000148303', 'ENSG00000196531')	0.8291629519959339	0	RPL7A	NACA	ribosomal protein L7a	nascent polypeptide associated complex subunit alpha
('ENSG00000100316', 'ENSG00000171863')	0.8290879048646151	0	RPL3	RPS7	ribosomal protein L3	ribosomal protein S7
('ENSG00000177600', 'ENSG00000198918')	0.8290704362972239	0	RPLP2	RPL39	ribosomal protein lateral stalk subunit P2	ribosomal protein L39
('ENSG00000115268', 'ENSG00000149806')	0.8290028739066552	0	RPS15	FAU	ribosomal protein S15	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000149972', 'ENSG00000185737')	0.8288424501476318	0	CNTN5	NRG3	contactin 5	neuregulin 3
('ENSG00000145242', 'ENSG00000152208')	0.8285674997925573	0	EPHA5	GRID2	EPH receptor A5	glutamate ionotropic receptor delta type subunit 2
('ENSG00000148303', 'ENSG00000233927')	0.8281031008841352	0	RPL7A	RPS28	ribosomal protein L7a	ribosomal protein S28
('ENSG00000138326', 'ENSG00000198918')	0.828085643178928	0	RPS24	RPL39	ribosomal protein S24	ribosomal protein L39
('ENSG00000149806', 'ENSG00000164587')	0.8280608289112794	0	FAU	RPS14	FAU ubiquitin like and ribosomal protein S30 fusion	ribosomal protein S14
('ENSG00000152208', 'ENSG00000169306')	0.8279185351371544	0	GRID2	IL1RAPL1	glutamate ionotropic receptor delta type subunit 2	interleukin 1 receptor accessory protein like 1
('ENSG00000114391', 'ENSG00000142937')	0.8278590352956394	0	RPL24	RPS8	ribosomal protein L24	ribosomal protein S8
('ENSG00000105193', 'ENSG00000131469')	0.8275580268979159	0	RPS16	RPL27	ribosomal protein S16	ribosomal protein L27
('ENSG00000167286', 'ENSG00000198851')	0.8273163876197279	1	CD3D	CD3E	CD3 delta subunit of T-cell receptor complex	CD3 epsilon subunit of T-cell receptor complex
('ENSG00000114391', 'ENSG00000168028')	0.8272891675571705	0	RPL24	RPSA	ribosomal protein L24	ribosomal protein SA
('ENSG00000110700', 'ENSG00000147403')	0.8272879574914006	0	RPS13	RPL10	ribosomal protein S13	ribosomal protein L10
('ENSG00000083845', 'ENSG00000105193')	0.8272595249513509	0	RPS5	RPS16	ribosomal protein S5	ribosomal protein S16
('ENSG00000110700', 'ENSG00000149806')	0.8270437048024284	0	RPS13	FAU	ribosomal protein S13	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000148303', 'ENSG00000198755')	0.8270405289946714	1	RPL7A	RPL10A	ribosomal protein L7a	ribosomal protein L10a
('ENSG00000142676', 'ENSG00000149806')	0.8269473073698711	0	RPL11	FAU	ribosomal protein L11	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000110700', 'ENSG00000198755')	0.8269350659051024	0	RPS13	RPL10A	ribosomal protein S13	ribosomal protein L10a
('ENSG00000114391', 'ENSG00000148303')	0.8267382950739238	0	RPL24	RPL7A	ribosomal protein L24	ribosomal protein L7a
('ENSG00000171863', 'ENSG00000204628')	0.8266758245592615	0	RPS7	RACK1	ribosomal protein S7	receptor for activated C kinase 1
('ENSG00000105193', 'ENSG00000136942')	0.826618311959139	0	RPS16	RPL35	ribosomal protein S16	ribosomal protein L35
('ENSG00000122406', 'ENSG00000186468')	0.8264955731670295	0	RPL5	RPS23	ribosomal protein L5	ribosomal protein S23
('ENSG00000138326', 'ENSG00000171858')	0.8264507842072986	0	RPS24	RPS21	ribosomal protein S24	ribosomal protein S21
('ENSG00000100316', 'ENSG00000147403')	0.8263246991909013	0	RPL3	RPL10	ribosomal protein L3	ribosomal protein L10
('ENSG00000100316', 'ENSG00000105372')	0.826290859702039	0	RPL3	RPS19	ribosomal protein L3	ribosomal protein S19
('ENSG00000100316', 'ENSG00000177954')	0.826201049709914	0	RPL3	RPS27	ribosomal protein L3	ribosomal protein S27
('ENSG00000116251', 'ENSG00000196531')	0.826120272941884	0	RPL22	NACA	ribosomal protein L22	nascent polypeptide associated complex subunit alpha
('ENSG00000114391', 'ENSG00000149806')	0.8259677877255082	0	RPL24	FAU	ribosomal protein L24	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000115268', 'ENSG00000136942')	0.8259309990140196	0	RPS15	RPL35	ribosomal protein S15	ribosomal protein L35
('ENSG00000136942', 'ENSG00000142937')	0.8258045189494697	0	RPL35	RPS8	ribosomal protein L35	ribosomal protein S8
('ENSG00000186468', 'ENSG00000204628')	0.8256451460817165	0	RPS23	RACK1	ribosomal protein S23	receptor for activated C kinase 1
('ENSG00000110700', 'ENSG00000168028')	0.8256410951392119	0	RPS13	RPSA	ribosomal protein S13	ribosomal protein SA
('ENSG00000083845', 'ENSG00000233927')	0.8255504420168295	1	RPS5	RPS28	ribosomal protein S5	ribosomal protein S28
('ENSG00000138326', 'ENSG00000177600')	0.8254622958596796	0	RPS24	RPLP2	ribosomal protein S24	ribosomal protein lateral stalk subunit P2
('ENSG00000105193', 'ENSG00000122406')	0.8254474336442924	0	RPS16	RPL5	ribosomal protein S16	ribosomal protein L5
('ENSG00000169760', 'ENSG00000183230')	0.8253871805680238	0	NLGN1	CTNNA3	neuroligin 1	catenin alpha 3
('ENSG00000173369', 'ENSG00000173372')	0.8253354732626653	1	C1QB	C1QA	complement C1q B chain	complement C1q A chain
('ENSG00000136942', 'ENSG00000148303')	0.8250284245255847	1	RPL35	RPL7A	ribosomal protein L35	ribosomal protein L7a
('ENSG00000149972', 'ENSG00000150275')	0.8250259235344898	0	CNTN5	PCDH15	contactin 5	protocadherin related 15
('ENSG00000066032', 'ENSG00000149972')	0.8249900716332842	0	CTNNA2	CNTN5	catenin alpha 2	contactin 5
('ENSG00000114391', 'ENSG00000177600')	0.8247344018488681	0	RPL24	RPLP2	ribosomal protein L24	ribosomal protein lateral stalk subunit P2
('ENSG00000138326', 'ENSG00000177954')	0.8243940258504902	0	RPS24	RPS27	ribosomal protein S24	ribosomal protein S27
('ENSG00000083845', 'ENSG00000136942')	0.8243506084319762	0	RPS5	RPL35	ribosomal protein S5	ribosomal protein L35
('ENSG00000083845', 'ENSG00000140988')	0.8242820005027313	0	RPS5	RPS2	ribosomal protein S5	ribosomal protein S2
('ENSG00000168028', 'ENSG00000196531')	0.8241874135541056	0	RPSA	NACA	ribosomal protein SA	nascent polypeptide associated complex subunit alpha
('ENSG00000105372', 'ENSG00000198918')	0.8241261911276712	0	RPS19	RPL39	ribosomal protein S19	ribosomal protein L39
('ENSG00000149806', 'ENSG00000186468')	0.8240515371207734	0	FAU	RPS23	FAU ubiquitin like and ribosomal protein S30 fusion	ribosomal protein S23
('ENSG00000149972', 'ENSG00000183117')	0.8240048016318368	0	CNTN5	CSMD1	contactin 5	CUB and Sushi multiple domains 1
('ENSG00000100316', 'ENSG00000167526')	0.8238616149958919	0	RPL3	RPL13	ribosomal protein L3	ribosomal protein L13
('ENSG00000114391', 'ENSG00000142676')	0.8237652284309215	0	RPL24	RPL11	ribosomal protein L24	ribosomal protein L11
('ENSG00000136942', 'ENSG00000186468')	0.823718265345812	0	RPL35	RPS23	ribosomal protein L35	ribosomal protein S23
('ENSG00000114391', 'ENSG00000196531')	0.8236887644931311	0	RPL24	NACA	ribosomal protein L24	nascent polypeptide associated complex subunit alpha
('ENSG00000122406', 'ENSG00000149273')	0.8236094434156982	0	RPL5	RPS3	ribosomal protein L5	ribosomal protein S3
('ENSG00000110700', 'ENSG00000131469')	0.8235367880573413	0	RPS13	RPL27	ribosomal protein S13	ribosomal protein L27
('ENSG00000149806', 'ENSG00000196531')	0.8233379450737561	0	FAU	NACA	FAU ubiquitin like and ribosomal protein S30 fusion	nascent polypeptide associated complex subunit alpha
('ENSG00000160654', 'ENSG00000167286')	0.8232867038212072	1	CD3G	CD3D	CD3 gamma subunit of T-cell receptor complex	CD3 delta subunit of T-cell receptor complex
('ENSG00000066032', 'ENSG00000150275')	0.8229858536979411	0	CTNNA2	PCDH15	catenin alpha 2	protocadherin related 15
('ENSG00000184408', 'ENSG00000185737')	0.8228820863602297	0	KCND2	NRG3	potassium voltage-gated channel subfamily D member 2	neuregulin 3
('ENSG00000148303', 'ENSG00000198918')	0.8228055666149937	0	RPL7A	RPL39	ribosomal protein L7a	ribosomal protein L39
('ENSG00000147403', 'ENSG00000156508')	0.822770743957582	0	RPL10	EEF1A1	ribosomal protein L10	eukaryotic translation elongation factor 1 alpha 1
('ENSG00000138326', 'ENSG00000198755')	0.8227560942536655	0	RPS24	RPL10A	ribosomal protein S24	ribosomal protein L10a
('ENSG00000168028', 'ENSG00000186468')	0.8226857382148873	0	RPSA	RPS23	ribosomal protein SA	ribosomal protein S23
('ENSG00000148948', 'ENSG00000169760')	0.8225194705837485	1	LRRC4C	NLGN1	leucine rich repeat containing 4C	neuroligin 1
('ENSG00000142937', 'ENSG00000168028')	0.8225039465967203	0	RPS8	RPSA	ribosomal protein S8	ribosomal protein SA
('ENSG00000116251', 'ENSG00000171863')	0.8223439678646648	0	RPL22	RPS7	ribosomal protein L22	ribosomal protein S7
('ENSG00000145526', 'ENSG00000149972')	0.8221659028311901	0	CDH18	CNTN5	cadherin 18	contactin 5
('ENSG00000156508', 'ENSG00000164587')	0.8221180077504934	0	EEF1A1	RPS14	eukaryotic translation elongation factor 1 alpha 1	ribosomal protein S14
('ENSG00000148303', 'ENSG00000186468')	0.8220999435737566	0	RPL7A	RPS23	ribosomal protein L7a	ribosomal protein S23
('ENSG00000169933', 'ENSG00000185053')	0.8220294905964565	0	FRMPD4	SGCZ	FERM and PDZ domain containing 4	sarcoglycan zeta
('ENSG00000152208', 'ENSG00000183230')	0.8218660618051987	0	GRID2	CTNNA3	glutamate ionotropic receptor delta type subunit 2	catenin alpha 3
('ENSG00000110700', 'ENSG00000167526')	0.8218386459681687	0	RPS13	RPL13	ribosomal protein S13	ribosomal protein L13
('ENSG00000156508', 'ENSG00000177954')	0.8217839815888905	0	EEF1A1	RPS27	eukaryotic translation elongation factor 1 alpha 1	ribosomal protein S27
('ENSG00000122406', 'ENSG00000196531')	0.8216951527173031	0	RPL5	NACA	ribosomal protein L5	nascent polypeptide associated complex subunit alpha
('ENSG00000150275', 'ENSG00000169933')	0.8215159589572004	0	PCDH15	FRMPD4	protocadherin related 15	FERM and PDZ domain containing 4
('ENSG00000140988', 'ENSG00000167526')	0.8214833890883881	0	RPS2	RPL13	ribosomal protein S2	ribosomal protein L13
('ENSG00000105193', 'ENSG00000168028')	0.8214536625073754	0	RPS16	RPSA	ribosomal protein S16	ribosomal protein SA
('ENSG00000102879', 'ENSG00000128340')	0.8214413673894638	0	CORO1A	RAC2	coronin 1A	Rac family small GTPase 2
('ENSG00000105193', 'ENSG00000142937')	0.8213419216523027	1	RPS16	RPS8	ribosomal protein S16	ribosomal protein S8
('ENSG00000204628', 'ENSG00000233927')	0.8212663056741758	0	RACK1	RPS28	receptor for activated C kinase 1	ribosomal protein S28
('ENSG00000100316', 'ENSG00000204628')	0.8211023345076739	0	RPL3	RACK1	ribosomal protein L3	receptor for activated C kinase 1
('ENSG00000140988', 'ENSG00000148303')	0.8210969631782268	0	RPS2	RPL7A	ribosomal protein S2	ribosomal protein L7a
('ENSG00000114391', 'ENSG00000164587')	0.8209971693614073	0	RPL24	RPS14	ribosomal protein L24	ribosomal protein S14
('ENSG00000140988', 'ENSG00000149273')	0.8209718543149531	0	RPS2	RPS3	ribosomal protein S2	ribosomal protein S3
('ENSG00000007001', 'ENSG00000185737')	0.820954561799503	0	UPP2	NRG3	uridine phosphorylase 2	neuregulin 3
('ENSG00000145526', 'ENSG00000152208')	0.8209116705428783	0	CDH18	GRID2	cadherin 18	glutamate ionotropic receptor delta type subunit 2
('ENSG00000105372', 'ENSG00000142937')	0.820857059363939	1	RPS19	RPS8	ribosomal protein S19	ribosomal protein S8
('ENSG00000142937', 'ENSG00000204628')	0.8207507679701725	0	RPS8	RACK1	ribosomal protein S8	receptor for activated C kinase 1
('ENSG00000185053', 'ENSG00000185737')	0.8207361159124481	0	SGCZ	NRG3	sarcoglycan zeta	neuregulin 3
('ENSG00000140988', 'ENSG00000177600')	0.8206605080937179	0	RPS2	RPLP2	ribosomal protein S2	ribosomal protein lateral stalk subunit P2
('ENSG00000186468', 'ENSG00000196531')	0.8206530006358164	0	RPS23	NACA	ribosomal protein S23	nascent polypeptide associated complex subunit alpha
('ENSG00000002933', 'ENSG00000106565')	0.8206505936999687	1	TMEM176A	TMEM176B	transmembrane protein 176A	transmembrane protein 176B
('ENSG00000149273', 'ENSG00000198755')	0.8204332777555492	0	RPS3	RPL10A	ribosomal protein S3	ribosomal protein L10a
('ENSG00000164587', 'ENSG00000198755')	0.8204227260722572	0	RPS14	RPL10A	ribosomal protein S14	ribosomal protein L10a
('ENSG00000100316', 'ENSG00000142541')	0.8203837244441512	0	RPL3	RPL13A	ribosomal protein L3	ribosomal protein L13a
('ENSG00000083845', 'ENSG00000149273')	0.8203749358805318	0	RPS5	RPS3	ribosomal protein S5	ribosomal protein S3
('ENSG00000105193', 'ENSG00000142541')	0.8202748440504245	0	RPS16	RPL13A	ribosomal protein S16	ribosomal protein L13a
('ENSG00000105372', 'ENSG00000138326')	0.8202704722947226	0	RPS19	RPS24	ribosomal protein S19	ribosomal protein S24
('ENSG00000142937', 'ENSG00000171858')	0.8202475482005969	0	RPS8	RPS21	ribosomal protein S8	ribosomal protein S21
('ENSG00000136942', 'ENSG00000171863')	0.8202031048539924	0	RPL35	RPS7	ribosomal protein L35	ribosomal protein S7
('ENSG00000149972', 'ENSG00000186094')	0.8201551192625958	0	CNTN5	AGBL4	contactin 5	AGBL carboxypeptidase 4
('ENSG00000142676', 'ENSG00000148303')	0.8200072455691155	0	RPL11	RPL7A	ribosomal protein L11	ribosomal protein L7a
('ENSG00000147403', 'ENSG00000148303')	0.8198647546186497	0	RPL10	RPL7A	ribosomal protein L10	ribosomal protein L7a
('ENSG00000204257', 'ENSG00000223865')	0.8197527147323946	1	HLA-DMA	HLA-DPB1	major histocompatibility complex, class II, DM alpha	major histocompatibility complex, class II, DP beta 1
('ENSG00000007001', 'ENSG00000150275')	0.8196110509725653	0	UPP2	PCDH15	uridine phosphorylase 2	protocadherin related 15
('ENSG00000140988', 'ENSG00000164587')	0.8192157927496269	0	RPS2	RPS14	ribosomal protein S2	ribosomal protein S14
('ENSG00000138326', 'ENSG00000149806')	0.8191754213251093	0	RPS24	FAU	ribosomal protein S24	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000149806', 'ENSG00000198918')	0.819082366071684	1	FAU	RPL39	FAU ubiquitin like and ribosomal protein S30 fusion	ribosomal protein L39
('ENSG00000105193', 'ENSG00000177954')	0.8189849821263804	0	RPS16	RPS27	ribosomal protein S16	ribosomal protein S27
('ENSG00000140988', 'ENSG00000233927')	0.8189295755714441	0	RPS2	RPS28	ribosomal protein S2	ribosomal protein S28
('ENSG00000140988', 'ENSG00000171863')	0.8189267997814215	0	RPS2	RPS7	ribosomal protein S2	ribosomal protein S7
('ENSG00000131469', 'ENSG00000172809')	0.8188727076248664	0	RPL27	RPL38	ribosomal protein L27	ribosomal protein L38
('ENSG00000142541', 'ENSG00000164587')	0.8188212942253273	0	RPL13A	RPS14	ribosomal protein L13a	ribosomal protein S14
('ENSG00000066032', 'ENSG00000156687')	0.8187411986762839	0	CTNNA2	UNC5D	catenin alpha 2	unc-5 netrin receptor D
('ENSG00000150672', 'ENSG00000187391')	0.8186515392700855	0	DLG2	MAGI2	discs large MAGUK scaffold protein 2	membrane associated guanylate kinase, WW and PDZ domain containing 2
('ENSG00000150275', 'ENSG00000187323')	0.8186354107402094	0	PCDH15	DCC	protocadherin related 15	DCC netrin 1 receptor
('ENSG00000183117', 'ENSG00000183230')	0.8186155304858095	0	CSMD1	CTNNA3	CUB and Sushi multiple domains 1	catenin alpha 3
('ENSG00000150275', 'ENSG00000185053')	0.8185412709623613	0	PCDH15	SGCZ	protocadherin related 15	sarcoglycan zeta
('ENSG00000114391', 'ENSG00000149273')	0.818538586754257	0	RPL24	RPS3	ribosomal protein L24	ribosomal protein S3
('ENSG00000115268', 'ENSG00000198918')	0.8185275746637519	0	RPS15	RPL39	ribosomal protein S15	ribosomal protein L39
('ENSG00000149972', 'ENSG00000152208')	0.8185209691183843	0	CNTN5	GRID2	contactin 5	glutamate ionotropic receptor delta type subunit 2
('ENSG00000110700', 'ENSG00000196531')	0.8184995514785999	0	RPS13	NACA	ribosomal protein S13	nascent polypeptide associated complex subunit alpha
('ENSG00000133112', 'ENSG00000233927')	0.8184934544526559	0	TPT1	RPS28	tumor protein, translationally-controlled 1	ribosomal protein S28
('ENSG00000169933', 'ENSG00000185737')	0.8184379558235658	0	FRMPD4	NRG3	FERM and PDZ domain containing 4	neuregulin 3
('ENSG00000122406', 'ENSG00000171858')	0.8184174935411438	0	RPL5	RPS21	ribosomal protein L5	ribosomal protein S21
('ENSG00000149273', 'ENSG00000171858')	0.8179420618388046	0	RPS3	RPS21	ribosomal protein S3	ribosomal protein S21
('ENSG00000122406', 'ENSG00000148303')	0.8178746950053762	0	RPL5	RPL7A	ribosomal protein L5	ribosomal protein L7a
('ENSG00000143546', 'ENSG00000163220')	0.8178482440273438	1	S100A8	S100A9	S100 calcium binding protein A8	S100 calcium binding protein A9
('ENSG00000136942', 'ENSG00000177600')	0.8178335201890877	0	RPL35	RPLP2	ribosomal protein L35	ribosomal protein lateral stalk subunit P2
('ENSG00000154162', 'ENSG00000186094')	0.8177831825569644	0	CDH12	AGBL4	cadherin 12	AGBL carboxypeptidase 4
('ENSG00000150275', 'ENSG00000171587')	0.8177338399158934	0	PCDH15	DSCAM	protocadherin related 15	DS cell adhesion molecule
('ENSG00000149972', 'ENSG00000175175')	0.8176602515599525	0	CNTN5	PPM1E	contactin 5	protein phosphatase, Mg2+/Mn2+ dependent 1E
('ENSG00000156508', 'ENSG00000233927')	0.8176250877219394	0	EEF1A1	RPS28	eukaryotic translation elongation factor 1 alpha 1	ribosomal protein S28
('ENSG00000169306', 'ENSG00000169760')	0.8176023409856884	1	IL1RAPL1	NLGN1	interleukin 1 receptor accessory protein like 1	neuroligin 1
('ENSG00000183230', 'ENSG00000198626')	0.8175705933246212	1	CTNNA3	RYR2	catenin alpha 3	ryanodine receptor 2
('ENSG00000105193', 'ENSG00000198918')	0.8174490979867453	0	RPS16	RPL39	ribosomal protein S16	ribosomal protein L39
('ENSG00000167526', 'ENSG00000171863')	0.8173772866374566	0	RPL13	RPS7	ribosomal protein L13	ribosomal protein S7
('ENSG00000176358', 'ENSG00000188771')	0.8170901413591615	0	TAC4	PLET1	tachykinin precursor 4	placenta expressed transcript 1
('ENSG00000138326', 'ENSG00000204628')	0.8169824711992006	0	RPS24	RACK1	ribosomal protein S24	receptor for activated C kinase 1
('ENSG00000145741', 'ENSG00000181163')	0.816827665509916	0	BTF3	NPM1	basic transcription factor 3	nucleophosmin 1
('ENSG00000142937', 'ENSG00000177954')	0.8167886237288775	0	RPS8	RPS27	ribosomal protein S8	ribosomal protein S27
('ENSG00000183230', 'ENSG00000185666')	0.8167535331452186	0	CTNNA3	SYN3	catenin alpha 3	synapsin III
('ENSG00000105193', 'ENSG00000204628')	0.8166991204038702	0	RPS16	RACK1	ribosomal protein S16	receptor for activated C kinase 1
('ENSG00000140988', 'ENSG00000142937')	0.8166415588139654	0	RPS2	RPS8	ribosomal protein S2	ribosomal protein S8
('ENSG00000105372', 'ENSG00000171863')	0.8165324085640021	0	RPS19	RPS7	ribosomal protein S19	ribosomal protein S7
('ENSG00000142937', 'ENSG00000196531')	0.8165017207492312	0	RPS8	NACA	ribosomal protein S8	nascent polypeptide associated complex subunit alpha
('ENSG00000142676', 'ENSG00000156508')	0.8164883498126787	0	RPL11	EEF1A1	ribosomal protein L11	eukaryotic translation elongation factor 1 alpha 1
('ENSG00000114391', 'ENSG00000171858')	0.8162994836534933	0	RPL24	RPS21	ribosomal protein L24	ribosomal protein S21
('ENSG00000138326', 'ENSG00000147403')	0.8162341265106539	0	RPS24	RPL10	ribosomal protein S24	ribosomal protein L10
('ENSG00000142937', 'ENSG00000156508')	0.816094533013571	0	RPS8	EEF1A1	ribosomal protein S8	eukaryotic translation elongation factor 1 alpha 1
('ENSG00000168028', 'ENSG00000171858')	0.8159413146803064	0	RPSA	RPS21	ribosomal protein SA	ribosomal protein S21
('ENSG00000105372', 'ENSG00000149806')	0.8158915824329332	0	RPS19	FAU	ribosomal protein S19	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000131469', 'ENSG00000177600')	0.8158750371915202	0	RPL27	RPLP2	ribosomal protein L27	ribosomal protein lateral stalk subunit P2
('ENSG00000149972', 'ENSG00000154162')	0.8158731862768915	0	CNTN5	CDH12	contactin 5	cadherin 12
('ENSG00000114391', 'ENSG00000115268')	0.815853013019965	0	RPL24	RPS15	ribosomal protein L24	ribosomal protein S15
('ENSG00000149972', 'ENSG00000156687')	0.8158337539086448	0	CNTN5	UNC5D	contactin 5	unc-5 netrin receptor D
('ENSG00000139220', 'ENSG00000152208')	0.8156897932817397	0	PPFIA2	GRID2	PTPRF interacting protein alpha 2	glutamate ionotropic receptor delta type subunit 2
('ENSG00000114391', 'ENSG00000131469')	0.8155201866802213	0	RPL24	RPL27	ribosomal protein L24	ribosomal protein L27
('ENSG00000150275', 'ENSG00000156687')	0.8154955139960629	0	PCDH15	UNC5D	protocadherin related 15	unc-5 netrin receptor D
('ENSG00000122406', 'ENSG00000136942')	0.815431890819688	0	RPL5	RPL35	ribosomal protein L5	ribosomal protein L35
('ENSG00000148303', 'ENSG00000149273')	0.8154176103972008	0	RPL7A	RPS3	ribosomal protein L7a	ribosomal protein S3
('ENSG00000110700', 'ENSG00000177954')	0.8153349654588579	0	RPS13	RPS27	ribosomal protein S13	ribosomal protein S27
('ENSG00000149972', 'ENSG00000183230')	0.8152441013253627	0	CNTN5	CTNNA3	contactin 5	catenin alpha 3
('ENSG00000204287', 'ENSG00000223865')	0.8152027533032672	1	HLA-DRA	HLA-DPB1	major histocompatibility complex, class II, DR alpha	major histocompatibility complex, class II, DP beta 1
('ENSG00000108684', 'ENSG00000156687')	0.815018487639377	0	ASIC2	UNC5D	acid sensing ion channel subunit 2	unc-5 netrin receptor D
('ENSG00000177600', 'ENSG00000198755')	0.8150062409529235	0	RPLP2	RPL10A	ribosomal protein lateral stalk subunit P2	ribosomal protein L10a
('ENSG00000183230', 'ENSG00000185737')	0.8149409855498988	0	CTNNA3	NRG3	catenin alpha 3	neuregulin 3
('ENSG00000105193', 'ENSG00000138326')	0.814904224900636	0	RPS16	RPS24	ribosomal protein S16	ribosomal protein S24
('ENSG00000185737', 'ENSG00000186094')	0.8148653063026114	0	NRG3	AGBL4	neuregulin 3	AGBL carboxypeptidase 4
