gene_pair	Spearman	Pos/Neg	gene1_symbol	gene2_symbol	gene1_name	gene2_name
('ENSG00000105372', 'ENSG00000149806')	0.8158915824329332	1	RPS19	FAU	ribosomal protein S19	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000131469', 'ENSG00000177600')	0.8158750371915202	1	RPL27	RPLP2	ribosomal protein L27	ribosomal protein lateral stalk subunit P2
('ENSG00000149972', 'ENSG00000154162')	0.8158731862768915	0	CNTN5	CDH12	contactin 5	cadherin 12
('ENSG00000114391', 'ENSG00000115268')	0.815853013019965	1	RPL24	RPS15	ribosomal protein L24	ribosomal protein S15
('ENSG00000149972', 'ENSG00000156687')	0.8158337539086448	0	CNTN5	UNC5D	contactin 5	unc-5 netrin receptor D
('ENSG00000080224', 'ENSG00000154162')	0.815795258050914	0	EPHA6	CDH12	EPH receptor A6	cadherin 12
('ENSG00000174016', 'ENSG00000188771')	0.8157714473272908	0	TENT5D	PLET1	terminal nucleotidyltransferase 5D	placenta expressed transcript 1
('ENSG00000063177', 'ENSG00000137154')	0.8157453507635035	1	RPL18	RPS6	ribosomal protein L18	ribosomal protein S6
('ENSG00000143947', 'ENSG00000171858')	0.8157406740677016	1	RPS27A	RPS21	ribosomal protein S27a	ribosomal protein S21
('ENSG00000139220', 'ENSG00000152208')	0.8156897932817397	0	PPFIA2	GRID2	PTPRF interacting protein alpha 2	glutamate ionotropic receptor delta type subunit 2
('ENSG00000080224', 'ENSG00000169933')	0.8156096573140073	0	EPHA6	FRMPD4	EPH receptor A6	FERM and PDZ domain containing 4
('ENSG00000122026', 'ENSG00000164587')	0.8155617877019727	1	RPL21	RPS14	ribosomal protein L21	ribosomal protein S14
('ENSG00000114391', 'ENSG00000131469')	0.8155201866802213	1	RPL24	RPL27	ribosomal protein L24	ribosomal protein L27
('ENSG00000150275', 'ENSG00000156687')	0.8154955139960629	0	PCDH15	UNC5D	protocadherin related 15	unc-5 netrin receptor D
('ENSG00000122406', 'ENSG00000136942')	0.815431890819688	1	RPL5	RPL35	ribosomal protein L5	ribosomal protein L35
('ENSG00000148303', 'ENSG00000149273')	0.8154176103972008	1	RPL7A	RPS3	ribosomal protein L7a	ribosomal protein S3
('ENSG00000130255', 'ENSG00000140988')	0.8154049307995608	1	RPL36	RPS2	ribosomal protein L36	ribosomal protein S2
('ENSG00000100316', 'ENSG00000197958')	0.8153456270654739	1	RPL3	RPL12	ribosomal protein L3	ribosomal protein L12
('ENSG00000110700', 'ENSG00000177954')	0.8153349654588579	1	RPS13	RPS27	ribosomal protein S13	ribosomal protein S27
('ENSG00000063177', 'ENSG00000229117')	0.8152932275646106	1	RPL18	RPL41	ribosomal protein L18	ribosomal protein L41
('ENSG00000145592', 'ENSG00000213741')	0.8152573092199014	1	RPL37	RPS29	ribosomal protein L37	ribosomal protein S29
('ENSG00000109475', 'ENSG00000170889')	0.8152517118970263	1	RPL34	RPS9	ribosomal protein L34	ribosomal protein S9
('ENSG00000149972', 'ENSG00000183230')	0.8152441013253627	0	CNTN5	CTNNA3	contactin 5	catenin alpha 3
('ENSG00000071082', 'ENSG00000198242')	0.81523447771872	1	RPL31	RPL23A	ribosomal protein L31	ribosomal protein L23a
('ENSG00000143947', 'ENSG00000198755')	0.8152230533684662	1	RPS27A	RPL10A	ribosomal protein S27a	ribosomal protein L10a
('ENSG00000204287', 'ENSG00000223865')	0.8152027533032672	1	HLA-DRA	HLA-DPB1	major histocompatibility complex, class II, DR alpha	major histocompatibility complex, class II, DP beta 1
('ENSG00000112306', 'ENSG00000197756')	0.8151754085453499	1	RPS12	RPL37A	ribosomal protein S12	ribosomal protein L37a
('ENSG00000083845', 'ENSG00000144713')	0.8151730180355665	1	RPS5	RPL32	ribosomal protein S5	ribosomal protein L32
('ENSG00000105193', 'ENSG00000105640')	0.8151718846989339	1	RPS16	RPL18A	ribosomal protein S16	ribosomal protein L18a
('ENSG00000114391', 'ENSG00000197958')	0.8151330241701866	1	RPL24	RPL12	ribosomal protein L24	ribosomal protein L12
('ENSG00000122406', 'ENSG00000198242')	0.815054958421935	1	RPL5	RPL23A	ribosomal protein L5	ribosomal protein L23a
('ENSG00000089009', 'ENSG00000118181')	0.8150226374534248	1	RPL6	RPS25	ribosomal protein L6	ribosomal protein S25
('ENSG00000108684', 'ENSG00000156687')	0.815018487639377	0	ASIC2	UNC5D	acid sensing ion channel subunit 2	unc-5 netrin receptor D
('ENSG00000177600', 'ENSG00000198755')	0.8150062409529235	1	RPLP2	RPL10A	ribosomal protein lateral stalk subunit P2	ribosomal protein L10a
('ENSG00000149806', 'ENSG00000163682')	0.814973459414576	1	FAU	RPL9	FAU ubiquitin like and ribosomal protein S30 fusion	ribosomal protein L9
('ENSG00000137154', 'ENSG00000162244')	0.8149656306747797	1	RPS6	RPL29	ribosomal protein S6	ribosomal protein L29
('ENSG00000147403', 'ENSG00000188846')	0.8149641369345941	1	RPL10	RPL14	ribosomal protein L10	ribosomal protein L14
('ENSG00000183230', 'ENSG00000185737')	0.8149409855498988	0	CTNNA3	NRG3	catenin alpha 3	neuregulin 3
('ENSG00000186094', 'ENSG00000189108')	0.8149304960285306	0	AGBL4	IL1RAPL2	AGBL carboxypeptidase 4	interleukin 1 receptor accessory protein like 2
('ENSG00000122026', 'ENSG00000142541')	0.8149183488864594	1	RPL21	RPL13A	ribosomal protein L21	ribosomal protein L13a
('ENSG00000105193', 'ENSG00000138326')	0.814904224900636	1	RPS16	RPS24	ribosomal protein S16	ribosomal protein S24
('ENSG00000083845', 'ENSG00000197756')	0.8148781931507304	1	RPS5	RPL37A	ribosomal protein S5	ribosomal protein L37a
('ENSG00000174748', 'ENSG00000196531')	0.8148685984132948	0	RPL15	NACA	ribosomal protein L15	nascent polypeptide associated complex subunit alpha
('ENSG00000185737', 'ENSG00000186094')	0.8148653063026114	0	NRG3	AGBL4	neuregulin 3	AGBL carboxypeptidase 4
('ENSG00000183230', 'ENSG00000183715')	0.8148645715640636	0	CTNNA3	OPCML	catenin alpha 3	opioid binding protein/cell adhesion molecule like
('ENSG00000063177', 'ENSG00000167526')	0.8148627151878551	1	RPL18	RPL13	ribosomal protein L18	ribosomal protein L13
('ENSG00000229117', 'ENSG00000233927')	0.8148560590293186	1	RPL41	RPS28	ribosomal protein L41	ribosomal protein S28
('ENSG00000145526', 'ENSG00000150275')	0.814823720391679	0	CDH18	PCDH15	cadherin 18	protocadherin related 15
('ENSG00000080224', 'ENSG00000152208')	0.8148194223238101	0	EPHA6	GRID2	EPH receptor A6	glutamate ionotropic receptor delta type subunit 2
('ENSG00000169760', 'ENSG00000184408')	0.8147450159447565	0	NLGN1	KCND2	neuroligin 1	potassium voltage-gated channel subfamily D member 2
('ENSG00000105640', 'ENSG00000231500')	0.814682887797867	1	RPL18A	RPS18	ribosomal protein L18a	ribosomal protein S18
('ENSG00000138326', 'ENSG00000198242')	0.8146701015554543	1	RPS24	RPL23A	ribosomal protein S24	ribosomal protein L23a
('ENSG00000156687', 'ENSG00000185352')	0.8146648919800709	0	UNC5D	HS6ST3	unc-5 netrin receptor D	heparan sulfate 6-O-sulfotransferase 3
('ENSG00000134419', 'ENSG00000170889')	0.8146368114077357	1	RPS15A	RPS9	ribosomal protein S15a	ribosomal protein S9
('ENSG00000134419', 'ENSG00000161016')	0.8146271209344952	1	RPS15A	RPL8	ribosomal protein S15a	ribosomal protein L8
('ENSG00000089157', 'ENSG00000188846')	0.8146179779348013	1	RPLP0	RPL14	ribosomal protein lateral stalk subunit P0	ribosomal protein L14
('ENSG00000100316', 'ENSG00000149806')	0.8145864356198385	1	RPL3	FAU	ribosomal protein L3	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000109475', 'ENSG00000171858')	0.8145838531717716	1	RPL34	RPS21	ribosomal protein L34	ribosomal protein S21
('ENSG00000118181', 'ENSG00000164587')	0.8145615230559697	1	RPS25	RPS14	ribosomal protein S25	ribosomal protein S14
('ENSG00000105372', 'ENSG00000122026')	0.8145348723185849	1	RPS19	RPL21	ribosomal protein S19	ribosomal protein L21
('ENSG00000105193', 'ENSG00000142676')	0.814510607906039	1	RPS16	RPL11	ribosomal protein S16	ribosomal protein L11
('ENSG00000134419', 'ENSG00000221983')	0.8145070532601595	1	RPS15A	UBA52	ribosomal protein S15a	ubiquitin A-52 residue ribosomal protein fusion product 1
('ENSG00000066032', 'ENSG00000185737')	0.8144744882732471	1	CTNNA2	NRG3	catenin alpha 2	neuregulin 3
('ENSG00000139220', 'ENSG00000169760')	0.814468912775067	1	PPFIA2	NLGN1	PTPRF interacting protein alpha 2	neuroligin 1
('ENSG00000174748', 'ENSG00000231500')	0.8144663720811973	1	RPL15	RPS18	ribosomal protein L15	ribosomal protein S18
('ENSG00000137818', 'ENSG00000149806')	0.8144587417519322	1	RPLP1	FAU	ribosomal protein lateral stalk subunit P1	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000183117', 'ENSG00000185737')	0.8144324610950375	0	CSMD1	NRG3	CUB and Sushi multiple domains 1	neuregulin 3
('ENSG00000169946', 'ENSG00000183580')	0.814371929743152	0	ZFPM2	FBXL7	zinc finger protein, FOG family member 2	F-box and leucine rich repeat protein 7
('ENSG00000089009', 'ENSG00000136942')	0.8143073123878014	1	RPL6	RPL35	ribosomal protein L6	ribosomal protein L35
('ENSG00000114391', 'ENSG00000198918')	0.8142732459404894	1	RPL24	RPL39	ribosomal protein L24	ribosomal protein L39
('ENSG00000136942', 'ENSG00000164587')	0.8142600252393312	1	RPL35	RPS14	ribosomal protein L35	ribosomal protein S14
('ENSG00000108298', 'ENSG00000118181')	0.8142508416479379	1	RPL19	RPS25	ribosomal protein L19	ribosomal protein S25
('ENSG00000170889', 'ENSG00000198034')	0.814223746870832	1	RPS9	RPS4X	ribosomal protein S9	ribosomal protein S4 X-linked
('ENSG00000140988', 'ENSG00000144713')	0.8142197313154321	1	RPS2	RPL32	ribosomal protein S2	ribosomal protein L32
('ENSG00000083845', 'ENSG00000115268')	0.8142074289500244	1	RPS5	RPS15	ribosomal protein S5	ribosomal protein S15
('ENSG00000159189', 'ENSG00000173369')	0.8141975587507766	1	C1QC	C1QB	complement C1q C chain	complement C1q B chain
('ENSG00000105193', 'ENSG00000197958')	0.8141175996396278	1	RPS16	RPL12	ribosomal protein S16	ribosomal protein L12
('ENSG00000198034', 'ENSG00000231500')	0.8141039504921552	1	RPS4X	RPS18	ribosomal protein S4 X-linked	ribosomal protein S18
('ENSG00000130255', 'ENSG00000231500')	0.8140791941810118	1	RPL36	RPS18	ribosomal protein L36	ribosomal protein S18
('ENSG00000105193', 'ENSG00000231500')	0.8140761852721665	1	RPS16	RPS18	ribosomal protein S16	ribosomal protein S18
('ENSG00000149806', 'ENSG00000162244')	0.8140732909469556	1	FAU	RPL29	FAU ubiquitin like and ribosomal protein S30 fusion	ribosomal protein L29
('ENSG00000105640', 'ENSG00000171858')	0.814014701823843	1	RPL18A	RPS21	ribosomal protein L18a	ribosomal protein S21
('ENSG00000138326', 'ENSG00000196531')	0.8139611362503921	0	RPS24	NACA	ribosomal protein S24	nascent polypeptide associated complex subunit alpha
('ENSG00000140988', 'ENSG00000168028')	0.8139479532307036	1	RPS2	RPSA	ribosomal protein S2	ribosomal protein SA
('ENSG00000147485', 'ENSG00000189108')	0.8138666956358626	0	PXDNL	IL1RAPL2	peroxidasin like	interleukin 1 receptor accessory protein like 2
('ENSG00000116251', 'ENSG00000233927')	0.8138226363704846	1	RPL22	RPS28	ribosomal protein L22	ribosomal protein S28
('ENSG00000149806', 'ENSG00000198034')	0.813809428295412	1	FAU	RPS4X	FAU ubiquitin like and ribosomal protein S30 fusion	ribosomal protein S4 X-linked
('ENSG00000161016', 'ENSG00000229117')	0.8137853255872727	1	RPL8	RPL41	ribosomal protein L8	ribosomal protein L41
('ENSG00000145425', 'ENSG00000196531')	0.813776408030659	0	RPS3A	NACA	ribosomal protein S3A	nascent polypeptide associated complex subunit alpha
('ENSG00000118181', 'ENSG00000233927')	0.8137742311566307	1	RPS25	RPS28	ribosomal protein S25	ribosomal protein S28
('ENSG00000122406', 'ENSG00000164587')	0.8137726330077668	1	RPL5	RPS14	ribosomal protein L5	ribosomal protein S14
('ENSG00000105193', 'ENSG00000140988')	0.813758730654208	1	RPS16	RPS2	ribosomal protein S16	ribosomal protein S2
('ENSG00000063177', 'ENSG00000137818')	0.8137518207576471	1	RPL18	RPLP1	ribosomal protein L18	ribosomal protein lateral stalk subunit P1
('ENSG00000138326', 'ENSG00000148303')	0.8137415280010477	1	RPS24	RPL7A	ribosomal protein S24	ribosomal protein L7a
('ENSG00000021645', 'ENSG00000183230')	0.8137354814929677	0	NRXN3	CTNNA3	neurexin 3	catenin alpha 3
('ENSG00000163682', 'ENSG00000172809')	0.8137351891067878	1	RPL9	RPL38	ribosomal protein L9	ribosomal protein L38
('ENSG00000149806', 'ENSG00000177954')	0.8137284837050989	1	FAU	RPS27	FAU ubiquitin like and ribosomal protein S30 fusion	ribosomal protein S27
('ENSG00000171863', 'ENSG00000177954')	0.8137156810917977	1	RPS7	RPS27	ribosomal protein S7	ribosomal protein S27
('ENSG00000148303', 'ENSG00000164587')	0.8136449775716068	1	RPL7A	RPS14	ribosomal protein L7a	ribosomal protein S14
('ENSG00000198755', 'ENSG00000198918')	0.8135600219845529	1	RPL10A	RPL39	ribosomal protein L10a	ribosomal protein L39
('ENSG00000183117', 'ENSG00000185666')	0.8135370979957974	0	CSMD1	SYN3	CUB and Sushi multiple domains 1	synapsin III
('ENSG00000140988', 'ENSG00000163682')	0.8134572807713097	1	RPS2	RPL9	ribosomal protein S2	ribosomal protein L9
('ENSG00000108298', 'ENSG00000133112')	0.8134414494122088	0	RPL19	TPT1	ribosomal protein L19	tumor protein, translationally-controlled 1
('ENSG00000163682', 'ENSG00000170889')	0.8134270379291029	1	RPL9	RPS9	ribosomal protein L9	ribosomal protein S9
('ENSG00000163682', 'ENSG00000167526')	0.8134148828995275	1	RPL9	RPL13	ribosomal protein L9	ribosomal protein L13
('ENSG00000108684', 'ENSG00000183715')	0.8134036678425418	0	ASIC2	OPCML	acid sensing ion channel subunit 2	opioid binding protein/cell adhesion molecule like
('ENSG00000105193', 'ENSG00000148303')	0.8133918995720281	1	RPS16	RPL7A	ribosomal protein S16	ribosomal protein L7a
('ENSG00000142937', 'ENSG00000170889')	0.8133888914517723	1	RPS8	RPS9	ribosomal protein S8	ribosomal protein S9
('ENSG00000148303', 'ENSG00000171858')	0.8133808025537128	1	RPL7A	RPS21	ribosomal protein L7a	ribosomal protein S21
('ENSG00000102466', 'ENSG00000186094')	0.8133677672335693	0	FGF14	AGBL4	fibroblast growth factor 14	AGBL carboxypeptidase 4
('ENSG00000071082', 'ENSG00000164587')	0.8133659375902179	1	RPL31	RPS14	ribosomal protein L31	ribosomal protein S14
('ENSG00000126733', 'ENSG00000156687')	0.8133169596209145	0	DACH2	UNC5D	dachshund family transcription factor 2	unc-5 netrin receptor D
('ENSG00000108107', 'ENSG00000177954')	0.8132931635195418	1	RPL28	RPS27	ribosomal protein L28	ribosomal protein S27
('ENSG00000122406', 'ENSG00000138326')	0.8132920657951371	1	RPL5	RPS24	ribosomal protein L5	ribosomal protein S24
('ENSG00000136942', 'ENSG00000168028')	0.8132837900057008	1	RPL35	RPSA	ribosomal protein L35	ribosomal protein SA
('ENSG00000164588', 'ENSG00000184611')	0.8132233294283563	0	HCN1	KCNH7	hyperpolarization activated cyclic nucleotide gated potassium channel 1	potassium voltage-gated channel subfamily H member 7
('ENSG00000080224', 'ENSG00000145242')	0.8132018819002759	1	EPHA6	EPHA5	EPH receptor A6	EPH receptor A5
('ENSG00000108684', 'ENSG00000189108')	0.8131978186431559	0	ASIC2	IL1RAPL2	acid sensing ion channel subunit 2	interleukin 1 receptor accessory protein like 2
('ENSG00000139220', 'ENSG00000156687')	0.8131856893582106	0	PPFIA2	UNC5D	PTPRF interacting protein alpha 2	unc-5 netrin receptor D
('ENSG00000116251', 'ENSG00000162244')	0.8131495050189442	1	RPL22	RPL29	ribosomal protein L22	ribosomal protein L29
('ENSG00000105193', 'ENSG00000221983')	0.8131107192379503	1	RPS16	UBA52	ribosomal protein S16	ubiquitin A-52 residue ribosomal protein fusion product 1
('ENSG00000140988', 'ENSG00000182899')	0.8131051742499564	1	RPS2	RPL35A	ribosomal protein S2	ribosomal protein L35a
('ENSG00000116251', 'ENSG00000138326')	0.8130001354083825	1	RPL22	RPS24	ribosomal protein L22	ribosomal protein S24
('ENSG00000163682', 'ENSG00000196531')	0.8129829975151356	0	RPL9	NACA	ribosomal protein L9	nascent polypeptide associated complex subunit alpha
('ENSG00000122406', 'ENSG00000162244')	0.8129509160100652	1	RPL5	RPL29	ribosomal protein L5	ribosomal protein L29
('ENSG00000172809', 'ENSG00000198242')	0.8129178116649161	1	RPL38	RPL23A	ribosomal protein L38	ribosomal protein L23a
('ENSG00000171858', 'ENSG00000204628')	0.8128918127974021	1	RPS21	RACK1	ribosomal protein S21	receptor for activated C kinase 1
('ENSG00000080224', 'ENSG00000185352')	0.8128904687883601	0	EPHA6	HS6ST3	EPH receptor A6	heparan sulfate 6-O-sulfotransferase 3
('ENSG00000089009', 'ENSG00000131469')	0.8128852016072499	1	RPL6	RPL27	ribosomal protein L6	ribosomal protein L27
('ENSG00000135298', 'ENSG00000150471')	0.81286453320487	0	ADGRB3	ADGRL3	adhesion G protein-coupled receptor B3	adhesion G protein-coupled receptor L3
('ENSG00000150275', 'ENSG00000152208')	0.8128433962077052	0	PCDH15	GRID2	protocadherin related 15	glutamate ionotropic receptor delta type subunit 2
('ENSG00000118181', 'ENSG00000168028')	0.8128410015055029	1	RPS25	RPSA	ribosomal protein S25	ribosomal protein SA
('ENSG00000161016', 'ENSG00000177954')	0.8127774664292905	1	RPL8	RPS27	ribosomal protein L8	ribosomal protein S27
('ENSG00000170889', 'ENSG00000186468')	0.8127622660462104	1	RPS9	RPS23	ribosomal protein S9	ribosomal protein S23
('ENSG00000131469', 'ENSG00000145425')	0.8127317403179313	1	RPL27	RPS3A	ribosomal protein L27	ribosomal protein S3A
('ENSG00000118181', 'ENSG00000198918')	0.8127141469533025	1	RPS25	RPL39	ribosomal protein S25	ribosomal protein L39
('ENSG00000109475', 'ENSG00000122406')	0.8127133703729801	1	RPL34	RPL5	ribosomal protein L34	ribosomal protein L5
('ENSG00000072315', 'ENSG00000184984')	0.8127087820145866	0	TRPC5	CHRM5	transient receptor potential cation channel subfamily C member 5	cholinergic receptor muscarinic 5
('ENSG00000108107', 'ENSG00000110700')	0.8127072164651576	1	RPL28	RPS13	ribosomal protein L28	ribosomal protein S13
('ENSG00000188846', 'ENSG00000221983')	0.8127041229593156	1	RPL14	UBA52	ribosomal protein L14	ubiquitin A-52 residue ribosomal protein fusion product 1
('ENSG00000170889', 'ENSG00000231500')	0.8126819651804877	1	RPS9	RPS18	ribosomal protein S9	ribosomal protein S18
('ENSG00000142541', 'ENSG00000213741')	0.8126682474122864	1	RPL13A	RPS29	ribosomal protein L13a	ribosomal protein S29
('ENSG00000145741', 'ENSG00000196531')	0.8126660406649827	1	BTF3	NACA	basic transcription factor 3	nascent polypeptide associated complex subunit alpha
('ENSG00000118181', 'ENSG00000177600')	0.8126255950102339	1	RPS25	RPLP2	ribosomal protein S25	ribosomal protein lateral stalk subunit P2
('ENSG00000149273', 'ENSG00000204628')	0.8126241155538748	1	RPS3	RACK1	ribosomal protein S3	receptor for activated C kinase 1
('ENSG00000118181', 'ENSG00000156482')	0.812621942571592	1	RPS25	RPL30	ribosomal protein S25	ribosomal protein L30
('ENSG00000142541', 'ENSG00000177600')	0.8126041232195348	1	RPL13A	RPLP2	ribosomal protein L13a	ribosomal protein lateral stalk subunit P2
('ENSG00000170889', 'ENSG00000174748')	0.8126007156120238	1	RPS9	RPL15	ribosomal protein S9	ribosomal protein L15
('ENSG00000063177', 'ENSG00000118181')	0.8125818331969527	1	RPL18	RPS25	ribosomal protein L18	ribosomal protein S25
('ENSG00000100316', 'ENSG00000145592')	0.8125421642808682	1	RPL3	RPL37	ribosomal protein L3	ribosomal protein L37
('ENSG00000007001', 'ENSG00000185053')	0.8125381806578453	0	UPP2	SGCZ	uridine phosphorylase 2	sarcoglycan zeta
('ENSG00000150275', 'ENSG00000189108')	0.8124560152138647	0	PCDH15	IL1RAPL2	protocadherin related 15	interleukin 1 receptor accessory protein like 2
('ENSG00000163682', 'ENSG00000168028')	0.8124024170003593	1	RPL9	RPSA	ribosomal protein L9	ribosomal protein SA
('ENSG00000169760', 'ENSG00000185008')	0.8123965553690665	0	NLGN1	ROBO2	neuroligin 1	roundabout guidance receptor 2
('ENSG00000083845', 'ENSG00000196531')	0.8123809747476554	0	RPS5	NACA	ribosomal protein S5	nascent polypeptide associated complex subunit alpha
('ENSG00000140988', 'ENSG00000143947')	0.8123537832561565	1	RPS2	RPS27A	ribosomal protein S2	ribosomal protein S27a
('ENSG00000108107', 'ENSG00000133112')	0.8123492109470255	0	RPL28	TPT1	ribosomal protein L28	tumor protein, translationally-controlled 1
('ENSG00000156687', 'ENSG00000185737')	0.8123244024635005	1	UNC5D	NRG3	unc-5 netrin receptor D	neuregulin 3
('ENSG00000122406', 'ENSG00000134419')	0.8123134565732923	1	RPL5	RPS15A	ribosomal protein L5	ribosomal protein S15a
('ENSG00000066032', 'ENSG00000175175')	0.8123113099627861	0	CTNNA2	PPM1E	catenin alpha 2	protein phosphatase, Mg2+/Mn2+ dependent 1E
('ENSG00000198763', 'ENSG00000198938')	0.8122707033397238	1	MT-ND2	MT-CO3	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	mitochondrially encoded cytochrome c oxidase III
('ENSG00000198034', 'ENSG00000229117')	0.8122458323993421	1	RPS4X	RPL41	ribosomal protein S4 X-linked	ribosomal protein L41
('ENSG00000122026', 'ENSG00000198242')	0.8122376742851164	1	RPL21	RPL23A	ribosomal protein L21	ribosomal protein L23a
('ENSG00000115268', 'ENSG00000122406')	0.8122221579003396	1	RPS15	RPL5	ribosomal protein S15	ribosomal protein L5
('ENSG00000122406', 'ENSG00000233927')	0.8121574457186971	1	RPL5	RPS28	ribosomal protein L5	ribosomal protein S28
('ENSG00000133112', 'ENSG00000138326')	0.8121503966379007	0	TPT1	RPS24	tumor protein, translationally-controlled 1	ribosomal protein S24
('ENSG00000112306', 'ENSG00000171858')	0.8121502870224396	1	RPS12	RPS21	ribosomal protein S12	ribosomal protein S21
('ENSG00000185352', 'ENSG00000185737')	0.8121381502199	0	HS6ST3	NRG3	heparan sulfate 6-O-sulfotransferase 3	neuregulin 3
('ENSG00000185666', 'ENSG00000186094')	0.8121291123523547	0	SYN3	AGBL4	synapsin III	AGBL carboxypeptidase 4
('ENSG00000105193', 'ENSG00000108107')	0.8121189123907847	1	RPS16	RPL28	ribosomal protein S16	ribosomal protein L28
('ENSG00000089157', 'ENSG00000142937')	0.8121151252347301	1	RPLP0	RPS8	ribosomal protein lateral stalk subunit P0	ribosomal protein S8
('ENSG00000021645', 'ENSG00000169760')	0.8121027127040877	1	NRXN3	NLGN1	neurexin 3	neuroligin 1
('ENSG00000116824', 'ENSG00000198851')	0.8120987743425835	1	CD2	CD3E	CD2 molecule	CD3 epsilon subunit of T-cell receptor complex
('ENSG00000197958', 'ENSG00000229117')	0.8120555805660996	1	RPL12	RPL41	ribosomal protein L12	ribosomal protein L41
('ENSG00000115268', 'ENSG00000204628')	0.8120531993009656	1	RPS15	RACK1	ribosomal protein S15	receptor for activated C kinase 1
('ENSG00000197756', 'ENSG00000204628')	0.8120297398248838	1	RPL37A	RACK1	ribosomal protein L37a	receptor for activated C kinase 1
('ENSG00000149972', 'ENSG00000183715')	0.8120261389715459	0	CNTN5	OPCML	contactin 5	opioid binding protein/cell adhesion molecule like
('ENSG00000150361', 'ENSG00000152214')	0.8120127174560751	0	KLHL1	RIT2	kelch like family member 1	Ras like without CAAX 2
('ENSG00000149273', 'ENSG00000229117')	0.8120082818623409	1	RPS3	RPL41	ribosomal protein S3	ribosomal protein L41
('ENSG00000171094', 'ENSG00000186094')	0.8119820611795564	0	ALK	AGBL4	ALK receptor tyrosine kinase	AGBL carboxypeptidase 4
('ENSG00000152208', 'ENSG00000185053')	0.811966656916606	0	GRID2	SGCZ	glutamate ionotropic receptor delta type subunit 2	sarcoglycan zeta
('ENSG00000066032', 'ENSG00000187672')	0.8119327244370736	0	CTNNA2	ERC2	catenin alpha 2	ELKS/RAB6-interacting/CAST family member 2
('ENSG00000175175', 'ENSG00000187672')	0.8118598300892027	0	PPM1E	ERC2	protein phosphatase, Mg2+/Mn2+ dependent 1E	ELKS/RAB6-interacting/CAST family member 2
('ENSG00000063177', 'ENSG00000089157')	0.8118273872664932	1	RPL18	RPLP0	ribosomal protein L18	ribosomal protein lateral stalk subunit P0
('ENSG00000140988', 'ENSG00000145425')	0.8118268235877033	1	RPS2	RPS3A	ribosomal protein S2	ribosomal protein S3A
('ENSG00000140988', 'ENSG00000186468')	0.811816931742667	1	RPS2	RPS23	ribosomal protein S2	ribosomal protein S23
('ENSG00000198763', 'ENSG00000198840')	0.8117989740714971	1	MT-ND2	MT-ND3	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3
('ENSG00000145425', 'ENSG00000231500')	0.8117293907355367	1	RPS3A	RPS18	ribosomal protein S3A	ribosomal protein S18
('ENSG00000139220', 'ENSG00000149972')	0.8117292916088832	1	PPFIA2	CNTN5	PTPRF interacting protein alpha 2	contactin 5
('ENSG00000108298', 'ENSG00000231500')	0.8117201142699252	1	RPL19	RPS18	ribosomal protein L19	ribosomal protein S18
('ENSG00000149273', 'ENSG00000156508')	0.8116879947589909	0	RPS3	EEF1A1	ribosomal protein S3	eukaryotic translation elongation factor 1 alpha 1
('ENSG00000109475', 'ENSG00000148303')	0.8116859391145356	1	RPL34	RPL7A	ribosomal protein L34	ribosomal protein L7a
('ENSG00000147604', 'ENSG00000174748')	0.8116808941459608	1	RPL7	RPL15	ribosomal protein L7	ribosomal protein L15
('ENSG00000182899', 'ENSG00000196531')	0.8116469306086842	0	RPL35A	NACA	ribosomal protein L35a	nascent polypeptide associated complex subunit alpha
('ENSG00000080224', 'ENSG00000151025')	0.8116088136785491	0	EPHA6	GPR158	EPH receptor A6	G protein-coupled receptor 158
('ENSG00000108298', 'ENSG00000136942')	0.8115972444734433	1	RPL19	RPL35	ribosomal protein L19	ribosomal protein L35
('ENSG00000154162', 'ENSG00000183230')	0.8115743596647439	0	CDH12	CTNNA3	cadherin 12	catenin alpha 3
('ENSG00000131469', 'ENSG00000197756')	0.8115487168251113	1	RPL27	RPL37A	ribosomal protein L27	ribosomal protein L37a
('ENSG00000150275', 'ENSG00000188580')	0.8115472947626396	0	PCDH15	NKAIN2	protocadherin related 15	sodium/potassium transporting ATPase interacting 2
('ENSG00000177954', 'ENSG00000198034')	0.8115464750192655	1	RPS27	RPS4X	ribosomal protein S27	ribosomal protein S4 X-linked
('ENSG00000163637', 'ENSG00000183580')	0.8115449306555834	0	PRICKLE2	FBXL7	prickle planar cell polarity protein 2	F-box and leucine rich repeat protein 7
('ENSG00000156508', 'ENSG00000229117')	0.8115440239638528	0	EEF1A1	RPL41	eukaryotic translation elongation factor 1 alpha 1	ribosomal protein L41
('ENSG00000105193', 'ENSG00000149806')	0.811491515966227	1	RPS16	FAU	ribosomal protein S16	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000105193', 'ENSG00000172809')	0.8114813902943511	1	RPS16	RPL38	ribosomal protein S16	ribosomal protein L38
('ENSG00000115268', 'ENSG00000170889')	0.8114699997987147	1	RPS15	RPS9	ribosomal protein S15	ribosomal protein S9
